Student ID,School,Gender,Game-Playing Frequency,Game-Playing Skill,Game-Playing Hours,Content Pre 1,Content Pre 2,Content Pre 3,Content Pre 4,Content Pre 5,Content Pre 6,Content Pre 7,Content Pre 8,Content Pre 9,Content Pre 10,Content Pre 11,Content Pre 12,Content Pre 13,Content Pre 14,Content Pre 15,Content Pre 16,Content Pre 17,Content Pre 18,Content Pre 19,Content Pre Total,BFI Open,BFI Conscientious,BFI Extraversion,BFI Agreeable,BFI Neuroticism,AGQ Mastery Approach,AGQ Mastery Avoid,AGQ Performance Approach,AGQ Performance Avoid,CERQ Self Blame,CERQ Acceptance,CERQ Rumination,CERQ Positive Refocusing,CERQ Planning,CERQ Positive Reappraisal,CERQ Putting into Perspective,CERQ Catastrophizing,CERQ Other-Blame,Game Soln Disease,Game Soln Object,Content Post 1,Content Post 2,Content Post 3,Content Post 4,Content Post 5,Content Post 6,Content Post 7,Content Post 8,Content Post 9,Content Post 10,Content Post 11,Content Post 12,Content Post 13,Content Post 14,Content Post 15,Content Post 16,Content Post 17,Content Post 18,Content Post 19,Content Post Total,Narrative 1,Narrative 2,Narrative 3,Narrative 4,Narrative 5,Narrative 6,Narrative 7,Narrative 8,Narrative 9,Narrative 10,Narrative 11,Narrative 12,Narrative 13,Narrative Total,IMI Interest Total,IMI Competence Total,IMI Effort Total,IMI Pressure Total,IMI Value Total,PQ Involvement,PQ Sensory Fidelity,PQ Adaptation / Immersion,PQ Interface Quality,PQ Total,Learning Gain,Normalized Learning Gain,Solved Mystery,CompletionTime
100-0468,AnonymousB,2,3,3,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,5,36,25,32,33,27,9,9,12,15,5,6,6,4,7,9,6,6,6,disease-Salmonellosis,object-Sandwich,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,1,1,1,1,1,1,0,0,0,9,2.142857143,2.5,4,4.75,3,43,27,31,13,114,-2,-0.142857143,0,9999
100-0469,AnonymousB,2,3,3,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,7,40,32,33,28,17,21,18,8,13,4,6,5,5,9,10,4,2,2,disease-Influenza,object-Milk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,10,6.285714286,5.166666667,7,3.5,4.571428571,61,30,29,12,132,-7,-0.583333333,0,9999
100-0471,AnonymousB,1,3,4,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,10,36,38,30,37,15,13,9,17,11,5,6,6,6,6,7,5,4,4,disease-Salmonellosis,object-Milk,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,13,1,1,1,1,1,1,1,1,1,1,0,1,1,12,4.714285714,5.666666667,4.2,3.75,3.857142857,50,26,37,17,130,3,0.333333333,1,2535.044922
100-0472,AnonymousB,2,3,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,6,30,28,23,31,22,19,17,10,16,8,10,8,8,10,10,9,6,2,disease-Influenza,object-Milk,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,7,1,1,1,1,0,1,1,1,1,1,0,1,0,10,2,1,3.4,5.5,1.857142857,38,18,27,16,99,1,0.076923077,0,9999
100-0473,AnonymousB,2,2,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,6,41,35,25,34,24,19,21,18,18,8,10,10,9,8,10,8,4,5,disease-Influenza,object-Milk,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,6,1,1,1,1,1,1,0,1,1,1,0,0,0,9,3.285714286,3.666666667,4,3.75,6.571428571,68,39,36,11,154,0,0,0,9999
100-0475,AnonymousB,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,disease-Influenza,object-Milk,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,1,0,0,1,0,1,5,4.428571429,2.333333333,3.4,4.5,4.285714286,47,29,33,9,118,None,None,0,9999
100-0476,AnonymousB,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,28,33,24,29,24,13,15,14,12,6,6,6,6,6,6,6,6,6,disease-Influenza,object-Milk,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5,1,1,1,0,1,1,1,1,1,0,0,0,1,9,1.285714286,2,3.4,4.25,1,42,27,29,12,110,2,0.125,0,9999
100-0477,AnonymousB,2,4,5,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,5,33,27,33,29,23,15,6,12,18,2,8,6,8,8,6,8,4,8,disease-Influenza,object-Milk,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,1,0,1,1,0,1,0,0,7,4.857142857,4.166666667,4.6,6.5,4.428571429,69,36,41,9,155,-1,-0.071428571,0,9999
100-0478,AnonymousB,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,9,40,34,29,41,23,21,20,11,21,5,8,8,9,8,8,8,2,2,disease-Salmonellosis,object-Milk,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,8,0,1,1,0,1,1,1,1,0,1,0,1,1,9,4.714285714,4.166666667,6.6,4.75,6.714285714,75,38,48,7,168,-1,-0.1,0,9999
100-0479,AnonymousB,1,3,4,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4,34,32,26,32,24,18,17,15,16,6,10,9,9,9,9,10,7,5,disease-Influenza,object-Milk,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,6,1,1,1,1,1,1,1,1,1,0,0,1,0,10,4.571428571,3.166666667,4.8,5.25,5.428571429,55,31,42,6,134,2,0.133333333,0,9999
100-0481,AnonymousB,1,4,5,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,10,36,29,26,28,20,13,19,8,13,6,6,7,6,7,8,7,6,5,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0482,AnonymousB,2,4,4,3,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,8,39,32,30,29,29,18,16,13,16,7,8,7,4,7,8,7,7,6,disease-Salmonellosis,object-Milk,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,10,1,0,1,1,1,0,0,1,0,1,0,1,1,8,4.428571429,2.833333333,5,4.75,5,51,31,37,11,130,2,0.181818182,0,9999
100-0483,AnonymousB,1,4,4,3,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,9,33,38,27,39,18,20,5,14,16,2,5,3,8,9,9,7,5,2,disease-Influenza,object-Milk,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1,1,1,0,0,1,0,1,0,1,0,1,0,7,5.857142857,4,4.6,4,6.285714286,51,24,38,13,126,-3,-0.3,0,9999
100-0484,AnonymousB,2,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,6,41,30,27,31,23,13,8,17,13,6,6,8,9,6,7,7,6,6,disease-Salmonellosis,object-Milk,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,10,1,1,1,1,1,1,1,1,1,1,0,1,1,12,6.142857143,7,7,1.25,7,84,42,56,21,203,4,0.307692308,1,2507.744873
100-0487,AnonymousB,2,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,7,35,28,27,29,30,16,9,20,18,8,8,7,8,6,6,6,6,6,disease-Influenza,object-Milk,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7,1,1,1,1,1,1,1,1,0,1,1,1,0,11,3.142857143,1,5.8,4.25,4.428571429,48,33,29,12,122,0,0,0,9999
100-0488,AnonymousB,2,5,5,4,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,8,46,34,34,37,25,18,12,17,21,4,7,6,3,8,8,7,5,3,disease-Influenza,object-Milk,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,10,1,1,1,1,1,1,1,1,0,0,0,0,0,8,3,3,6.4,2.25,2.714285714,66,42,53,18,179,2,0.181818182,0,9999
100-0489,AnonymousB,2,3,3,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,8,34,32,31,32,25,16,11,11,13,5,8,8,7,7,7,8,6,4,disease-Influenza,object-Sandwich,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,1,0,0,1,0,10,3.142857143,1.833333333,4.8,5,3.571428571,57,25,37,10,129,0,0,0,9999
100-0490,AnonymousB,1,2,3,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,9,42,34,34,33,20,13,8,14,16,6,10,6,9,9,9,8,6,6,disease-Influenza,object-Milk,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,13,1,1,1,1,1,1,1,1,1,1,0,1,0,11,7,6.333333333,4.6,2.75,5.857142857,77,40,50,14,181,4,0.4,1,2927.819824
100-0491,AnonymousB,1,3,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,40,39,23,31,18,12,4,12,17,6,6,7,8,8,6,9,5,2,disease-Salmonellosis,object-Sandwich,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,13,1,1,1,1,1,1,1,1,1,1,0,1,1,12,1.857142857,5.166666667,1.8,1.25,3.571428571,50,17,38,20,125,10,0.625,1,2469.839844
100-0492,AnonymousB,2,3,3,2,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,7,37,41,35,39,23,19,11,15,20,6,7,7,6,9,8,8,4,4,disease-Influenza,object-Milk,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,1,12,5.428571429,4.166666667,5.8,3.75,5,68,36,38,11,153,-2,-0.166666667,0,9999
100-0493,AnonymousB,2,3,3,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,10,42,32,18,37,21,18,7,10,17,7,6,7,8,6,6,5,7,4,disease-Salmonellosis,object-Milk,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,14,1,1,1,1,1,1,1,1,1,1,0,1,1,12,4,3.166666667,5,6.25,4.285714286,55,28,35,13,131,4,0.444444444,0,9999
100-0494,AnonymousB,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,disease-Influenza,object-Milk,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,7,1,1,0,0,1,1,0,1,0,1,0,0,0,6,4.285714286,2.5,3.2,1.25,2.571428571,64,32,37,12,145,None,None,0,9999
100-0495,AnonymousB,2,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,6,37,39,29,36,17,21,8,18,21,9,10,9,6,9,10,10,2,4,disease-Influenza,object-Milk,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,9,1,1,1,1,1,1,0,1,1,1,0,0,1,10,6.285714286,6.166666667,7,2,6.857142857,83,42,54,3,182,3,0.230769231,0,9999
100-0496,AnonymousB,1,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,34,32,27,35,15,15,11,13,13,8,6,5,5,6,8,6,5,4,disease-Influenza,object-Milk,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,1,1,1,1,1,1,1,0,0,0,0,8,1.142857143,2,5,3.5,1,17,11,10,18,56,3,0.176470588,0,9999
100-0497,AnonymousB,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0498,AnonymousB,1,4,3,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,36,32,31,27,21,21,6,15,21,6,6,6,6,6,6,6,4,4,disease-Influenza,object-Milk,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,1,1,0,1,1,1,1,1,0,0,0,0,0,7,4,2.5,5.8,3,4.571428571,75,39,47,15,176,0,0,0,9999
100-0499,AnonymousB,1,5,5,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,5,39,24,36,40,17,20,20,20,21,4,5,4,5,6,4,6,2,2,disease-Influenza,object-Milk,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,6,0,1,1,1,1,1,1,1,1,1,0,0,0,9,6.571428571,5.833333333,7,3.25,7,65,30,46,9,150,1,0.071428571,0,9999
100-0500,AnonymousB,1,3,3,2,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,8,26,28,24,29,19,15,15,14,15,7,8,7,7,6,6,7,6,7,disease-Salmonellosis,object-Sandwich,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,12,0,1,1,0,1,1,1,1,1,1,0,0,0,8,4.857142857,4.666666667,4.6,5.25,6,71,37,46,7,161,4,0.363636364,0,9999
100-0501,AnonymousB,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,31,28,19,38,24,21,18,12,21,8,8,6,6,10,10,10,8,2,disease-Influenza,object-Milk,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,8,1,1,1,0,1,1,1,1,0,1,0,0,1,9,1.857142857,2.5,4,4.25,6.142857143,54,30,32,9,125,5,0.3125,0,9999
100-0502,AnonymousB,1,3,4,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,7,40,29,28,29,27,21,11,8,13,9,8,7,5,8,5,7,4,6,disease-Influenza,object-Milk,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6,1,1,1,1,1,1,0,1,1,0,0,1,0,9,3.857142857,7,4,5,4,49,25,36,9,119,-1,-0.083333333,1,2820.524902
100-0504,AnonymousB,2,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,40,18,35,32,23,13,16,3,19,6,4,10,10,9,10,10,7,6,disease-Influenza,object-Milk,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,7,1,1,1,1,1,1,1,1,1,1,0,1,1,12,4,4.833333333,3.8,4.75,5.428571429,50,25,27,16,118,3,0.2,0,9999
100-0505,AnonymousB,1,3,4,3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,6,34,32,26,35,22,14,12,16,15,6,6,6,6,6,6,6,6,6,disease-Salmonellosis,object-Sandwich,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,1,1,1,1,0,0,0,0,0,6,2.142857143,3.666666667,3.8,4.75,2.428571429,61,30,35,11,137,-3,-0.230769231,0,9999
100-0506,AnonymousB,2,2,3,2,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,6,32,29,34,41,17,15,14,9,18,4,7,4,7,7,7,7,4,4,disease-Influenza,object-Milk,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,12,1,0,1,1,1,1,1,1,0,1,1,1,1,11,6.285714286,4,6.2,4.25,6,63,20,50,18,151,6,0.461538462,1,3254.86499
100-0507,AnonymousB,2,2,4,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,12,42,37,29,39,29,21,18,16,21,10,9,10,8,9,9,9,9,9,disease-Influenza,object-Milk,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,8,1,1,1,0,1,1,1,1,1,1,0,0,1,10,5.857142857,5,6.4,4.75,7,62,31,47,7,147,-4,-0.571428571,0,9999
100-0508,AnonymousB,1,4,5,4,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,7,36,25,30,34,23,12,12,12,21,5,8,8,8,10,10,8,10,4,disease-Salmonellosis,object-Egg,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,7,1,1,1,0,1,1,1,1,0,0,0,0,0,7,3.714285714,4,3.8,4.75,4,77,24,34,11,146,0,0,0,9999
100-0509,AnonymousB,2,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,5,36,25,30,28,29,18,15,16,20,7,8,7,8,7,8,8,7,8,disease-Salmonellosis,object-Sandwich,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,1,0,1,0,0,0,1,0,7,4,4,4,4.5,4.142857143,52,20,34,13,119,-1,-0.071428571,0,9999
100-0510,AnonymousB,2,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,9,36,42,24,37,12,13,12,15,17,3,8,9,6,7,7,8,2,6,disease-Influenza,object-Milk,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,11,1,1,1,1,1,1,0,1,1,1,1,1,0,11,4.428571429,3.5,3.6,4.5,5.142857143,55,34,38,13,140,2,0.2,0,9999
100-0511,AnonymousB,2,3,2,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,7,43,31,28,29,26,18,18,18,15,7,7,7,6,7,7,8,6,4,disease-Influenza,object-Milk,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,1,1,1,1,1,1,1,0,1,1,0,11,6.142857143,5.833333333,5.2,1.5,6,81,37,53,21,192,9,0.75,1,2797.349854
100-0512,AnonymousB,1,3,3,2,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,9,26,24,30,31,19,7,7,10,18,4,4,4,4,6,6,6,4,4,disease-Influenza,object-Milk,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,1,0,0,11,5.142857143,4.333333333,5.2,3.75,4.428571429,69,36,42,13,160,0,0,1,2794.709961
100-0513,AnonymousB,1,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,5,32,34,28,29,15,15,10,17,19,6,7,9,7,6,7,9,6,7,disease-Influenza,object-Milk,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,0,1,0,0,0,1,0,8,4,5.166666667,5.2,2.75,4.142857143,52,32,43,7,134,-2,-0.142857143,0,9999
100-0514,AnonymousB,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,disease-Influenza,object-Milk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,5,1,1,1,0,1,1,1,1,1,1,0,0,0,9,4.142857143,4.833333333,4.8,5,5,53,31,38,8,130,None,None,0,9999
100-0515,AnonymousB,1,4,5,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,41,34,28,31,26,20,7,11,13,6,6,6,6,7,8,6,6,5,disease-Influenza,object-Milk,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,8,1,1,1,0,0,1,0,1,1,0,0,0,1,7,2.714285714,2.666666667,1.6,4.25,3,21,9,16,19,65,3,0.214285714,0,9999
100-0516,AnonymousB,2,2,3,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,9,35,41,36,42,16,15,15,4,15,5,10,7,7,10,10,6,6,3,disease-Salmonellosis,object-Milk,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,9,1,1,0,1,1,1,1,1,1,0,0,1,0,9,4.571428571,5.166666667,7,2.25,5.857142857,68,34,43,8,153,0,0,0,9999
100-0517,AnonymousB,1,5,5,3,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6,29,22,28,30,23,12,13,9,12,6,8,6,4,7,5,7,4,6,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0827,AnonymousB,1,4,5,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,33,28,28,41,17,7,12,15,9,5,10,7,7,4,7,7,4,3,disease-Salmonellosis,object-Sandwich,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,8,0,1,1,1,1,1,0,0,1,0,0,0,1,7,6.428571429,3.333333333,4.2,2,3.142857143,46,30,33,17,126,4,0.266666667,0,9999
100-0828,AnonymousB,1,4,5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,39,30,22,22,27,13,13,12,14,5,6,7,6,7,6,6,5,5,disease-Salmonellosis,object-Sandwich,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,10,1,1,1,0,1,1,0,1,1,1,0,1,0,9,1,6,1.6,1.25,1,41,27,31,12,111,7,0.4375,0,9999
